user_id	jobroles	career_level	discipline_id	industry_id	country	region	experience_n_entries_class	experience_years_experience	experience_years_in_current	edu_degree	edu_fieldofstudies
1627951	2614447,2314529,454890	0	0	0	de	0	2	5	3	2	5
1628131	2314529	3	18	15	at	0	3	5	2	3	5
1628248	412919	4	7	21	de	3	3	4	1	0	5,3
1628255	444534	NULL	0	0	de	9	3	4	1	2	
1628291	635441	3	6	11	de	1	2	5	1	0	
1628342	3549510,1389761	6	0	18	de	2	3	4	4	2	
1628436	0	NULL	0	0	non_dach	0	1	0	0	0	
1628474	4499767	0	3	19	de	10	3	7	4	0	
1628521	1072229	0	18	1	de	10	3	6	2	0	
1628536	996660	4	0	0	de	0	2	6	2	3	5
1628794	0	NULL	0	0	at	0	1	5	0	2	
1628815	1549791	6	0	0	de	0	2	6	4	2	
1628993	1937646	0	3	8	de	0	2	3	1	0	
1629284	1893830	4	0	0	de	0	1	4	3	1	8
1629405	0	3	7	1	de	1	3	5	2	1	1
1629460	0	NULL	0	0	non_dach	0	3	3	1	1	8
1629604	2978502	0	0	1	de	1	3	7	0	0	
1629719	502342	0	0	18	de	7	1	0	0	0	
1629769	1556405	0	0	9	de	4	1	2	2	0	8
1629924	3543754	3	0	0	de	0	1	7	2	0	
1629956	128836	0	0	1	de	6	2	4	2	2	7,2
1630038	770064	NULL	0	0	de	3	3	4	1	0	
1630043	1119112,897463,2925816	3	17	13	de	7	3	5	1	0	7
1630271	2027410,272304	3	9	21	de	7	3	6	2	1	7
1630418	736866,2082758,213841	6	0	12	de	2	1	5	5	0	
1630471	4284901,3482421,1549791	6	0	0	de	0	2	6	6	0	8
1630607	2536582,4284901,4306355,3828581,1520141	5	0	15	de	10	2	7	7	0	
1630627	3028585,76751	0	2	14	de	9	3	7	1	0	
1630664	0	NULL	0	0	ch	0	3	5	0	0	2
1630779	1421086,3916449,3227036	0	0	0	de	0	2	4	2	1	8
1630900	1953384	4	0	0	de	0	3	7	1	2	8,2
1630910	1038436	3	0	0	de	0	2	4	1	2	8
1630941	4408755	1	0	0	de	0	3	5	2	2	5
1631169	3478136,620383	3	16	15	de	7	3	7	3	0	
1631292	1072229	3	18	9	de	9	3	5	2	0	3
1631349	0	NULL	0	0	de	0	2	3	0	1	7
1631517	4499767,4321623,76887	NULL	0	0	de	10	3	5	2	0	
1631553	2632767,1581843,4114371	0	0	19	de	1	1	0	0	0	
1631566	1253876,500718,621213	0	0	0	de	0	3	5	2	2	8
1631579	524518,805170	0	0	15	de	8	3	5	2	0	4
1631632	3145630	3	0	8	de	9	2	4	3	0	
1631663	4227194	3	0	21	non_dach	0	2	5	2	0	3
1631674	1884662	3	0	19	de	4	3	4	1	2	3
1631782	3903788,494116,22459,1118975	2	2	14	de	10	3	4	1	2	4,8
1631790	635441	0	0	22	de	1	1	0	0	0	
1631820	0	NULL	0	0	de	1	1	0	0	0	
1631832	502342	0	0	15	de	2	3	4	1	0	
1631860	1138122,1581843	3	18	1	de	10	2	4	3	0	
1631904	3145630,1136656,3240672	4	0	0	de	0	3	6	2	2	
1632083	2599721,106434,9064	3	0	0	de	0	3	7	7	2	8,2,7,3
1632149	154053	0	0	15	de	0	3	7	0	0	
1632236	1283916	3	0	14	de	2	1	4	4	2	5
1632269	0	NULL	0	0	de	2	3	3	0	2	5
1632300	621213	0	0	15	de	6	2	5	1	0	
1632304	3294368,1697930,4545549,3737229,3341539,76751	5	0	0	de	0	3	6	4	0	8
1632433	978854	3	0	8	non_dach	0	3	5	5	0	8
1632498	3982534,2111897	4	0	0	at	0	3	5	5	0	
1632526	444534,906892,3378061	0	0	16	de	10	3	6	3	2	7
1632572	1549791	0	0	23	de	6	2	5	4	0	
1632647	4547168,4408755,4432807,348684	0	0	14	de	3	3	6	4	3	6
1632689	3482421,1838786	3	0	0	de	0	2	3	2	1	8,2
1632918	3079492	NULL	0	0	de	2	2	3	2	1	8
1632932	1454032,508447	0	0	9	de	3	3	6	1	0	
1633003	0	NULL	0	0	de	10	2	3	0	1	8
1633049	3432139	0	0	5	de	9	2	5	1	2	
1633052	3517194,2686497	3	0	0	de	0	1	7	3	0	3
1633097	4162864,3142909,2508871,792524	0	0	3	de	0	1	2	2	2	2,8,5
1633135	2527907	2	0	0	de	0	2	6	2	0	5
1633169	1567907,996660	4	11	21	de	1	3	7	2	0	8
1633233	4236792	0	0	15	de	2	1	0	0	0	
1633307	1264802	0	0	0	de	0	3	6	1	2	8
1633552	412919	1	0	0	de	0	3	4	2	2	8
1633747	3079492	NULL	0	0	de	7	2	2	1	0	8
1633798	0	NULL	0	0	de	0	NULL	NULL	NULL	0	
1633817	996660,4049722	3	0	21	de	3	2	6	4	0	3
1633853	0	NULL	0	0	de	0	1	0	0	0	
1633864	0	NULL	0	0	de	13	2	2	0	1	8
1633966	4409616,551963,4026666	3	0	0	de	0	1	6	6	0	
1634175	2848370,3250295,3456869	0	0	19	de	10	3	5	4	0	
1634184	0	3	0	17	de	9	2	5	3	0	
1634275	3432139	0	0	5	de	3	3	5	1	1	3,8
1634277	0	NULL	0	0	de	1	3	7	0	2	8,3
1634289	635441	4	0	0	de	0	2	7	4	2	8,2
1634356	1726710,4484357	3	23	4	de	2	3	7	1	0	
1634401	2126883,1893191,2380081	0	0	17	de	9	2	4	1	2	8
1634406	4490078	4	0	0	de	0	1	7	4	0	
1634597	444635	0	0	18	de	6	1	0	0	0	
1634712	1851239	0	0	0	de	0	2	5	4	2	8
1634748	1953384	0	0	7	de	6	3	5	1	0	
1634762	1549791	NULL	0	0	ch	0	3	7	2	2	8,2
1634782	3660692	0	0	4	de	1	1	0	0	0	
1634913	1222051	0	0	0	de	0	2	4	2	1	
1634984	1798516,1464595	4	0	0	de	0	2	7	4	0	8
1635121	3205526	4	0	0	de	0	3	6	1	0	3
1635140	0	NULL	0	0	at	0	3	4	0	1	3
1635192	1287384,255617,1162788,1894285	3	2	14	de	9	3	7	5	2	2,9
1635663	0	5	0	8	at	0	1	0	0	0	8
1635740	1787623	0	0	2	ch	0	2	4	2	0	
1635770	99840	2	0	0	de	0	1	2	1	1	5
1635797	1685517	0	0	13	de	6	2	0	0	0	
1635828	4184347	0	2	14	de	7	3	5	1	0	
1635892	76751	2	2	14	de	6	2	4	2	2	5
1636054	57636,4271459	0	0	15	de	1	1	5	5	0	
1636129	3526231,3145630,1549791	5	0	0	de	0	3	6	2	0	
1636293	4141254	3	6	11	de	1	3	4	2	0	
1636329	635441,2110329	5	0	2	de	4	3	7	3	0	8
1636367	4284901	6	0	0	de	0	2	5	2	0	3
1636401	3451742	2	0	0	ch	0	2	6	1	0	
1636487	2380081,1893191,2473582,187361	3	11	9	non_dach	0	3	5	2	2	8
1636493	2550008,4327343,213841,2116758	3	0	0	de	0	3	4	1	1	1
1636571	1838786,4290060	3	14	9	de	9	3	7	1	0	
1636640	1549791	6	0	14	de	1	1	0	0	0	
1636690	1549791	6	19	21	de	6	3	7	2	2	2,8
1636719	22459,1248479,1342939,3270758,1118975	3	0	21	de	1	3	5	4	0	4
1636739	3482421	6	0	0	de	0	2	5	5	0	5
1636806	640956	3	2	14	non_dach	0	2	4	1	3	8
1636828	3522911,3145630	0	0	14	de	10	3	6	1	0	5,3
1636894	1162788,654490,1792965	NULL	0	0	de	7	2	3	2	0	3
1636920	4490078,4451534,2811951	4	0	0	de	0	3	6	3	2	
1637120	3482421	3	20	9	non_dach	0	1	4	4	0	3
1637236	1319614	3	3	5	de	1	2	5	2	0	
1637283	4364139	3	13	8	de	7	3	7	2	0	
1637310	3028585,76751	4	2	14	de	9	3	5	2	2	8
1637342	2865345,1549791	6	0	0	de	0	3	5	3	2	8
1637485	4490078,3768439	3	6	11	de	3	3	4	1	2	8
1637497	502342	0	0	21	de	2	3	0	0	0	
1637591	3482421	6	0	18	de	2	3	7	4	2	4
1637639	3028585,1819239	4	0	0	de	0	3	6	4	0	7
1637702	4284901,3482421	0	0	15	de	9	3	6	5	0	
1637762	3506522,2978502	0	0	1	de	1	3	5	2	2	
1637764	2325779	0	0	10	ch	0	1	4	4	2	8,7,2
1637863	1934650	0	0	18	de	1	1	4	4	0	
1637905	221785,3079492	0	0	2	de	7	2	3	1	1	8
1637938	2261805	3	0	1	de	0	2	5	4	0	5
1637958	655030	5	0	5	de	1	3	7	3	0	8
1637971	3293484	0	0	8	de	10	3	7	1	0	
1638156	135212,3293484	0	0	8	de	9	3	7	4	1	8
1638298	3862256	0	0	0	de	0	3	5	1	2	2,9
1638406	635441	0	0	0	de	0	1	5	2	0	
1638435	0	NULL	0	0	de	9	2	2	0	2	3
1638524	2424638,1833319	3	0	0	de	0	3	4	3	2	8
1638552	1072229	0	20	9	de	2	3	5	2	1	3
1638669	2314529,1803745	3	0	0	de	0	3	5	2	1	5
1638719	4425593,4321623	2	0	0	de	0	1	3	1	0	
1638883	3499434	4	6	8	de	9	3	6	2	2	8,2
1638944	2995613	3	0	9	de	15	3	6	4	0	
1638958	3684550,2814635,1481234	4	0	0	de	0	1	6	6	2	2
1639069	4176007,3099696	3	1	15	de	6	3	6	1	0	
1639095	2550387,2916123	0	0	17	ch	0	2	5	4	0	2
1639105	1162788,234916	0	0	18	de	6	2	7	4	0	
1639124	0	NULL	0	0	de	1	3	6	0	2	3,8,4
1639274	0	NULL	0	0	de	9	1	0	0	0	
1639280	154542	0	0	20	de	7	3	6	1	2	8
1639391	0	NULL	0	0	de	2	1	0	0	0	3
1639525	3287640	0	0	0	de	0	1	3	3	0	
1639597	1857995,3079492	2	0	0	de	0	3	4	1	1	7,2
1639626	536191	0	0	9	de	6	1	0	0	2	
1639695	4284901,3551384,906892	4	0	4	ch	0	3	5	5	0	
1639798	3183592	5	9	21	at	0	3	6	4	0	5
1639803	2585795,3099696,2424638	0	3	8	de	7	1	2	1	0	5
1639808	1549791	6	0	0	de	0	1	4	4	1	
1639823	2573697,630417,1342939,3667946	3	0	0	de	0	3	7	2	0	
1639824	3533788,2314529,278289	4	14	21	de	7	3	7	2	0	
1639936	0	NULL	0	0	de	1	1	0	0	0	
1639972	0	NULL	0	0	de	0	NULL	NULL	NULL	0	
1639998	1179799,2573697	3	0	20	de	7	3	4	3	1	8,2
1640036	3145630	4	2	14	ch	0	3	6	1	0	
1640042	2550008,48934	4	0	0	de	0	3	4	1	2	2
1640061	2378915	6	0	0	de	0	1	1	1	2	8
1640062	2764101,4451534,494116,4425526,2550008,4578168,734667	4	19	23	de	10	3	7	3	0	3
1640074	2528759,3517194	3	8	21	de	10	3	6	2	0	2,7
1640213	0	6	0	14	de	10	2	7	7	2	5
1640223	3408137	2	0	0	de	0	2	2	1	1	8,7,2
1640353	3408137,1567693,3482421	4	9	8	ch	0	3	7	2	0	8
1640490	3293484,621213	3	0	0	de	0	1	2	2	0	8
1640510	43445,1072848	0	0	15	de	1	3	7	2	0	
1640532	3543754,2965627	NULL	0	0	de	1	3	3	1	0	
1640559	3455040	1	0	0	de	0	2	4	2	1	3
1640608	1857995	NULL	0	0	de	7	3	3	2	1	6
1640614	438935	3	20	9	de	2	2	6	1	0	
1640665	174758	0	0	18	de	9	2	4	3	0	
1640695	2527907	3	0	0	de	0	3	6	2	2	5
1640892	2314529	0	0	21	de	13	3	6	6	0	3
1641039	0	0	0	14	de	1	2	6	4	0	
1641072	4284901	6	0	0	de	0	3	6	4	0	5
1641087	996660	0	0	8	de	2	3	5	2	2	8
1641125	3432139	0	0	1	de	0	1	5	3	2	8
1641329	4169675	6	0	8	de	10	3	7	3	0	
1641372	0	0	0	0	de	0	2	7	6	2	
1641389	76751	3	0	0	de	0	3	5	2	0	
1641525	4284901,1549791	6	2	14	de	9	3	5	4	0	8,2,7
1641534	4328195,1685517	0	0	0	de	0	1	2	2	0	
1641571	3145630,1438550	3	0	2	ch	0	3	6	6	0	5
1641592	2650869	2	0	0	de	0	1	1	1	1	8
1641655	2660030,3072367,2310458	0	0	9	ch	0	3	4	0	0	2,8
1641684	2832248	3	0	0	de	0	1	3	3	0	
1641737	0	NULL	0	0	de	9	2	4	0	1	8
1641795	2660030,3079492,3256528	0	0	3	de	7	3	4	1	2	2
1641844	1133980	0	0	0	de	0	3	4	0	0	
1641894	2766080	2	0	0	de	0	2	5	4	0	
1641994	2573697,297403	0	0	4	de	7	2	6	3	0	3
1642015	579384,154542	4	14	21	non_dach	0	2	4	1	0	2,5,8
1642070	0	NULL	0	0	ch	0	1	0	0	0	
1642129	1295698	0	0	0	de	0	2	5	3	0	
1642184	1012013,3533669	2	0	0	de	0	3	4	1	0	
1642196	4432807,962959,4547168	0	0	14	de	1	2	7	7	3	
1642376	4126787	0	0	15	de	0	1	4	4	0	
1642454	0	NULL	0	0	de	2	3	3	0	2	8
1642520	494116,3794933,3500451,3240672	4	0	0	de	0	3	7	4	2	
1642761	1726710,1926987,3794933	3	0	0	de	0	2	5	2	1	8
1642803	612078	3	15	9	de	10	3	7	1	0	
1642899	3287640	3	3	15	de	0	1	5	4	0	
1643008	4583506,105744	3	3	21	de	7	3	5	2	0	
1643033	1766375,796565	3	18	9	de	1	3	4	3	2	3,8
1643104	4303939	0	0	0	de	0	1	3	3	0	8
1643228	2865345	4	9	8	de	1	3	6	1	1	
1643260	3582227,3522911,3293484	4	0	0	de	0	3	6	4	2	
1643501	706502	0	0	18	de	7	2	5	3	0	4
1643582	2639824,1031124,420011	4	0	0	ch	0	3	7	6	0	8
1643607	76751	0	0	14	de	2	3	4	3	2	8
1643711	1727707,751977,1890945	2	0	0	non_dach	0	2	4	3	2	5
1643781	0	3	0	10	de	2	3	4	2	2	7,2
1643834	502342	0	0	0	de	0	1	2	2	0	
1643861	63375,4432807,3287640	0	0	13	de	6	2	2	2	0	
1643900	1572224	4	0	0	de	0	3	6	1	2	
1643909	2540898	0	2	14	de	1	3	4	2	1	8,2
1643974	1766375,3618072	3	20	23	de	6	3	4	2	1	8
1644017	4432807,4490078	3	0	0	de	0	2	4	1	0	8
1644091	1389761	0	0	0	de	0	1	1	1	2	4
1644126	3709246,3436114,494116	4	0	0	de	0	2	4	1	3	5,3
1644213	3792911	4	0	0	de	0	1	0	0	2	9
1644233	315526,3735030	0	0	16	de	1	3	7	1	0	6,2
1644402	0	NULL	0	0	de	2	1	2	0	2	5
1644428	612078	0	0	0	at	0	2	5	1	0	2
1644434	3925599	NULL	0	0	de	1	3	4	2	2	8
1644438	1438550	0	0	6	de	6	2	7	5	0	6
1644495	1290667	4	0	0	de	0	3	4	2	1	3
1644542	2314529,1541003,1161270	3	20	1	de	1	1	5	2	0	3
1644606	0	NULL	0	0	de	7	3	2	0	0	
1644780	0	NULL	0	0	ch	0	3	4	0	0	
1644823	0	NULL	0	0	de	7	3	4	0	0	8,2
1644854	1667725,2143195	0	0	0	de	0	1	4	0	2	6,8
1644962	612078,2169794	3	0	19	de	10	3	5	4	0	8
1645058	3081292	0	0	2	de	6	1	3	2	1	8
1645108	4408755	NULL	0	0	ch	0	2	2	1	1	5
1645187	1242704,3079492	NULL	0	0	de	9	3	4	1	1	8
1645196	462974,2169794,3268798,1549791	0	0	6	de	2	2	4	4	0	
1645236	2585509	2	6	11	de	2	3	4	2	2	8
1645338	745768	NULL	0	0	de	9	3	6	3	0	
1645528	4321623	0	0	0	ch	0	2	5	3	0	
1645612	2978502	3	3	15	de	9	2	4	2	0	
1645634	3288454	4	9	8	de	5	3	5	1	2	
1645771	100039,2573697,3058924,2616578	4	0	0	de	0	3	6	2	1	
1645784	0	NULL	0	0	de	4	1	7	0	0	
1645888	901174	0	0	8	de	0	1	0	0	0	
1645918	2915824,4405706,3731273	0	0	0	de	0	2	4	4	0	3
1645961	4521727,4071773	3	7	5	de	1	2	6	4	0	
1646046	2314529	3	20	1	de	4	3	4	2	2	5
1646079	0	NULL	0	0	de	9	1	0	0	0	
1646134	4152065,1768488,2100408,4451534	3	13	9	de	2	3	4	2	1	8
1646172	508637	6	14	21	non_dach	0	3	4	2	0	5
1646208	3723641,2580991,612078,861674	0	0	15	de	0	1	3	3	0	
1646217	616841,3811794	0	0	8	de	10	3	4	1	1	8
1646331	996660	4	0	0	at	0	3	7	2	0	3
1646433	4284901	5	0	0	de	0	1	0	0	0	
1646451	3370475,3729575,3099696	3	0	0	de	0	3	6	2	1	8
1646501	3294368,1801992,3385128,494116	3	0	0	de	0	3	4	1	2	3,7
1646509	0	0	0	0	de	0	3	7	4	0	
1646549	1057568	3	0	1	de	1	1	5	5	0	
1646579	2660030,1279889	0	2	14	de	1	2	4	2	2	5
1646621	1057841	3	6	11	non_dach	0	3	4	1	1	
1646707	3565204	5	0	0	at	0	3	7	3	0	
1646738	3768439,2922003	0	9	18	de	2	1	1	1	1	5,8
1646760	2238122,1072229	3	18	1	de	7	3	5	2	3	
1646836	500718	3	0	1	at	0	1	6	4	0	
1646891	319286	3	8	18	de	2	1	0	0	0	
1646900	4533036	3	0	0	de	0	2	3	3	1	
1646904	0	3	2	14	de	9	3	7	2	1	8
1646982	996660,2027486,646541,3294368	0	0	21	de	1	3	4	1	0	8
1647028	2111897	4	0	15	de	0	1	0	0	0	
1647061	154542	0	0	14	de	7	3	0	0	0	
1647068	225501	3	0	0	de	0	2	4	2	2	5
1647367	0	NULL	0	0	de	9	3	4	0	1	
1647389	3478136,159424	3	0	0	de	0	2	5	1	0	
1647454	2591149,154542	3	23	14	de	1	3	4	2	0	
1647566	0	0	0	13	de	1	1	4	4	0	3
1647597	2317118	3	0	5	non_dach	0	3	4	1	2	3
1647625	3794933,412919,2573697	4	0	8	de	7	3	5	3	2	8
1647765	0	0	0	5	de	1	1	0	0	0	
1647885	500718,1556512	3	1	21	de	3	3	6	1	0	8
1648064	1526918,906892,2378915,3663882,2088073	0	0	0	de	0	3	3	3	1	8
1648176	3482421	6	0	15	de	1	3	7	5	0	3
1648524	0	NULL	0	0	de	1	1	0	0	0	3
1648600	736866,524518,882686	3	0	0	de	0	3	7	6	1	2,9
1648635	1057568,901174,4484357	0	0	15	de	1	2	3	2	0	
1648681	3862256,3418410	3	0	0	de	0	2	6	1	0	7,9,2
1648771	2211174	0	0	0	de	0	2	7	3	0	
1648868	1549791	6	19	5	de	10	3	7	2	0	
1648961	0	4	0	0	de	0	1	4	2	2	8,2
1649047	2111897	0	0	12	de	10	3	4	3	1	
1649110	0	NULL	0	0	de	10	1	2	0	0	5
1649125	3551384,1162788	3	0	14	de	7	3	5	5	2	8,3
1649217	4284901,3788202,234916	5	0	8	de	10	1	6	6	0	
1649280	221785,192570	NULL	0	0	de	6	2	2	2	1	8
1649338	1263453,221785,278289,2573697	4	0	22	de	2	3	7	4	0	8
1649366	2978502	4	3	1	de	9	3	6	1	1	8
1649395	3482421	6	0	0	de	0	3	4	3	2	8
1649417	1768488,1078596	4	3	21	de	9	3	6	4	0	
1649473	3526231,1344768,1072229,2867410	3	0	0	de	0	3	4	2	0	3
1649569	1549791	0	14	21	de	1	1	2	2	0	
1649664	4499478,2424638	NULL	0	0	ch	0	2	3	2	0	
1649690	0	NULL	0	0	de	9	1	0	0	0	5
1649732	2100408	3	15	1	de	1	3	4	2	1	8
1649894	412919	3	9	21	de	1	1	3	3	0	7
1649898	1549791	6	19	21	de	1	1	0	0	0	
1649917	3215974,2424638,500718	4	0	0	ch	0	3	7	2	0	5
1650058	3378061	0	0	18	de	0	1	5	3	0	3
1650322	2111897	3	0	0	de	0	1	3	3	1	
1650709	1581843	5	0	0	de	0	3	5	3	2	7,2
1650852	3795418,2424638	3	0	0	de	0	2	6	4	0	
1650884	3363389	3	0	0	de	0	3	6	5	0	
1650951	3081292,213841	0	0	21	de	2	3	6	3	1	
1651010	3843638,2314529,3275018,738335	0	0	1	de	2	2	4	1	1	5
1651074	0	NULL	0	0	de	0	1	0	0	0	
1651093	3963898,3172879,2111897	4	3	21	de	10	3	6	2	0	
1651112	356069	0	0	9	de	0	3	0	0	0	
1651134	621213	4	0	0	de	0	2	6	2	2	8
1651167	1768488	NULL	0	0	de	9	3	5	2	0	2
1651344	3392240	0	0	9	de	9	3	6	2	0	
1651351	3724669,315526	NULL	0	0	de	10	3	7	4	0	
1651355	0	NULL	0	0	de	9	1	2	0	0	
1651363	2314529	0	0	21	de	2	3	7	3	0	
1651392	4141254	0	0	8	de	2	3	5	1	0	
1651433	508447,634110,137487	3	15	15	de	9	1	5	4	0	3
1651442	0	5	0	15	ch	0	1	0	0	0	
1651488	3482421	0	0	15	de	7	1	4	4	0	
1651495	2928384	0	17	18	de	0	1	0	0	0	
1651572	1581843,2378915,1549791	4	0	6	de	10	3	7	5	0	7
1651624	675557	0	0	21	ch	0	2	6	5	0	
1651727	36894,744365,2178060	4	0	0	ch	0	2	4	2	2	
1651901	4490078,3170691	3	6	14	de	7	3	4	2	0	8
1651944	502342	4	0	0	de	0	2	6	1	2	3
1652012	1351356	0	0	21	de	7	1	0	0	0	
1652028	3287640,4383018,1581843	3	0	0	de	0	3	5	1	3	8
1652123	2995613	3	0	21	de	1	2	5	3	0	
1652206	0	0	0	16	de	0	3	6	1	1	6
1652222	3432946	3	0	9	de	1	1	2	2	0	
1652335	0	NULL	0	0	de	0	1	7	0	0	
1652363	0	NULL	0	0	non_dach	0	2	2	0	2	8
1652435	991642	0	0	9	non_dach	0	1	0	0	0	
1652445	3729575,76887	3	0	0	de	0	3	6	1	1	8,2
1652458	0	NULL	0	0	at	0	3	4	0	2	2
1652547	3293484	3	0	9	de	7	2	5	3	2	8
1652684	3772375	5	0	0	de	0	3	7	2	0	8
1652706	76751	2	2	14	de	7	3	4	1	2	8,2
1652721	4499767,2865345,22459,1508253,4321623	0	0	0	de	0	2	3	3	0	
1652792	4143327,2585795	0	0	22	de	1	1	0	0	1	5
1652913	2178060	0	0	1	de	2	1	0	0	1	8,2
1653049	1342939,502342,996660	3	0	0	de	0	3	4	3	0	2,7
1653125	2279823	4	0	0	de	0	3	5	2	3	8
1653194	0	NULL	0	0	de	9	3	7	0	0	
1653238	0	0	0	1	de	7	2	6	4	0	
1653341	3370475,315526,3145630	5	0	0	de	0	3	0	0	0	3,5
1653356	2285759,1342939,1118975,398644	NULL	0	0	de	4	3	4	1	1	8
1653543	4432950,3985345	0	0	0	de	0	3	3	3	0	2,8
1653631	4141254	3	0	21	ch	0	3	7	4	0	
1653648	128836	0	0	17	de	13	1	5	5	0	
1653710	736866	3	0	0	de	0	3	7	1	0	8,2
1653730	1792965,897463	3	0	15	de	1	3	7	3	0	
1653767	1162788	NULL	0	0	de	7	3	3	2	2	8
1653775	1323247	NULL	0	0	de	2	1	2	2	0	7
1653880	3185846	4	9	8	de	9	3	7	1	0	
1654030	187361,962959,2387379,3517194,1118975	0	0	0	de	0	1	4	4	0	
1654063	1549791	5	0	14	at	0	3	5	5	0	
1654064	907741	4	0	0	de	0	2	7	2	3	
1654077	4284901	6	0	16	ch	0	3	6	3	2	8
1654094	517731,76887	3	0	0	de	0	3	5	2	0	3
1654100	0	NULL	0	0	de	4	2	5	0	2	2
1654127	2314529	2	0	0	de	0	1	4	3	0	
1654233	1072848	0	0	0	de	0	2	3	1	0	5
1654250	2458580,2210017	3	0	11	de	0	2	5	3	0	
1654272	0	NULL	0	0	at	0	1	0	0	0	
1654290	897463	0	0	13	de	3	1	0	0	0	
1654481	3482421	6	0	0	de	0	2	6	1	0	
1654492	4484357,4141254	4	3	1	de	10	3	7	2	0	
1654560	0	NULL	0	0	de	2	1	4	0	0	
1654851	0	NULL	0	0	ch	0	1	2	0	0	
1654931	63375	NULL	0	0	de	3	2	2	1	2	9,7
1654961	4169675	3	0	5	de	1	2	5	4	2	8
1654970	4427905	3	0	0	de	0	3	4	2	2	7
1655218	1272071,189085,2573697	3	14	21	de	3	3	4	1	1	5
1655225	1792965	NULL	0	0	de	1	2	7	7	1	
1655384	508637	3	14	21	de	3	3	4	1	0	5
1655387	3240672,4547168,3408137	2	0	0	de	0	2	4	3	1	
1655412	4284901	0	0	3	ch	0	3	5	3	0	
1655559	1468622	0	0	9	de	0	1	0	0	0	
1655577	4372318,907741	4	0	8	ch	0	2	7	5	3	3
1655613	154542	0	0	0	de	0	3	6	2	0	
1655922	1438550	NULL	0	0	ch	0	2	7	5	3	6
1656090	3434618	4	0	21	de	3	2	4	2	2	9,5
1656153	1549791	NULL	0	0	de	2	1	0	0	0	
1656203	348684,3913136,2250793,3516274	4	12	16	de	3	3	6	1	0	5
1656213	8057,502342	0	0	21	de	9	2	7	5	0	
1656218	500718,893887,2111897	4	3	8	de	2	3	5	2	0	
1656246	3737056	0	0	9	de	2	3	6	0	0	2
1656286	4490078	0	0	21	de	7	2	6	1	0	
1656360	4284901	6	0	0	ch	0	1	5	2	0	
1656460	1567907,154542,2733323,2915808	0	22	20	de	3	3	6	4	3	8
1656534	3370475	5	3	16	de	1	3	7	2	0	
1656658	1105841,1726710	0	0	2	ch	0	2	4	1	0	
1656717	4408755	3	18	10	de	1	3	3	1	2	3
1656741	154053,1012013	0	0	0	at	0	3	7	7	0	
1656767	0	NULL	0	0	ch	0	1	0	0	0	2
1656875	3456869	0	14	21	ch	0	2	4	1	1	5
1656879	1057841	0	0	0	non_dach	0	2	3	2	1	2
1656982	792504,4498297,3250655	3	0	0	de	0	3	6	5	0	
1657126	401445,4084246,2573697	3	0	21	de	1	1	0	0	2	5
1657272	3370475	0	0	1	de	7	2	3	1	1	
1657315	0	3	0	3	non_dach	0	3	6	4	0	
1657324	3478136	3	0	2	de	7	2	6	5	2	8
1657376	1444187	0	0	8	at	0	1	0	0	0	
1657402	494116,1057841,76751	4	0	21	de	2	1	0	0	2	
1657415	4490078	4	0	0	de	0	3	7	1	2	2,8
1657443	3240672	0	0	13	de	2	3	5	4	0	
1657537	708859	0	0	17	de	9	3	4	2	1	
1657548	3293484	0	0	0	de	0	3	4	2	0	8
1657562	1324068	4	6	22	ch	0	3	6	1	0	
1657599	3129740	3	0	16	de	2	3	7	3	0	6
1657601	1549791,3378061,1463549,524518	5	0	0	de	0	3	6	3	0	8
1657663	4385172,127768,2135130,3250295	3	0	0	de	0	3	4	4	0	4
1657715	1838366,1272071,1581843,4284901	0	0	9	de	10	3	7	2	2	3
1657851	991642	4	0	0	de	0	3	5	4	0	
1657859	3432139	3	0	0	de	0	2	6	4	0	3
1657872	996660	4	0	0	ch	0	3	5	3	0	5
1658119	962959,996660,492263,4547168,744365,3608895,2722009	0	0	0	ch	0	3	6	3	0	2,6
1658304	4284901,1125967	5	15	1	de	1	3	6	2	0	3
1658479	1342939,1581843	4	1	21	de	9	3	6	2	0	
1658597	3731273	3	18	9	de	1	3	5	2	0	3
1658708	991642,203637	3	13	9	de	1	1	3	3	0	
1658723	3408137	4	0	0	at	0	3	2	1	2	8,2
1658823	991642	0	0	9	de	10	3	4	0	0	
1658928	3737229	0	22	20	de	2	3	6	1	0	8
1658963	1581843,502342,2520753,46678	4	0	0	de	0	3	6	3	2	
1658972	0	NULL	0	0	at	0	2	4	0	2	8,2
1659149	3432139,2887658	2	0	0	de	0	2	3	1	2	7,3,2
1659184	4451534,1409397	4	0	0	de	0	2	4	1	3	5
1659408	3242791	5	0	12	de	1	1	4	4	0	
1659411	1792965,1283916,860972	6	0	0	de	0	3	0	0	0	3
1659484	1925,907550	0	0	5	de	9	3	7	4	0	3
1659510	3079492	2	13	8	de	1	3	4	2	2	8,2
1659571	2509936,2928384	0	9	18	de	6	3	3	2	0	4
1659738	4284901	0	2	14	de	1	2	0	0	2	4,8
1659764	2958665,3794933,2915824,21641,4284901,313273,3482421	6	0	21	de	2	2	7	5	2	
1659857	3334180	0	0	1	at	0	3	4	1	0	3
1660056	1572361,1581843	5	9	21	de	3	3	6	1	2	8
1660288	3528737,2338195,3303501	4	0	0	de	0	3	6	2	1	5
1660390	2314529,2573697	3	0	0	de	0	3	6	5	3	5,3
1660503	2978502	3	0	0	de	0	3	7	3	0	
